title,director,country,spine,url,img,year,aspect_ratio,color,description,dir_link,duration,lang,country_code,continent,ar
Gate of Hell,Teinosuke Kinugasa,Japan,653,https://www.criterion.com/films/28199-gate-of-hell,https://s3.amazonaws.com/criterion-production/films/84f05f64e1f280532d29c921e32e79f9/TpWnFHWJR7iUJtg686Ei4gSe78oZWc_thumbnail.jpg,1978,1.37:1,Color,"A winner of Academy Awards for best foreign-language film and best costume design, Gate of Hell is a visually sumptuous, psychologically penetrating work from Teinosuke Kinugasa. In the midst of epic, violent intrigue in twelfth-century Japan, an imperial warrior falls for a lady-in-waiting; after he discovers she is married, he becomes frenzied in his attempts to win her love. Kinugasa’s film, an early triumph of color cinematography in Japan, is an unforgettable, tragic story of obsession and unrequited passion.",/shop/browse?director=kinugasa-teinosuke,89,Japanese,JP,Asia,1.37
Gates of Heaven,Errol Morris,United States,751,https://www.criterion.com/films/28354-gates-of-heaven,https://s3.amazonaws.com/criterion-production/films/939ec46490d500823654f65419a8db04/f57BMlw9kdr7YF0EiuQtIM1i67rFHU_thumbnail.jpg,,1.33:1,Color,"Errol Morris burst out of the gate with this brilliant debut feature, about two pet cemeteries in Northern California and the people involved with them. Such a description, however, can hardly do justice to the captivating, funny, and enigmatic Gates of Heaven, a film that is about our relationships to our pets, each other, and ourselves. Both sincere and satirical, this is an endlessly surprising study of human nature.",/shop/browse?director=morris-errol,83,English,US,North America,1.33
Il Generale Della Rovere,Roberto Rossellini,Italy,463,https://www.criterion.com/films/1085-il-generale-della-rovere,https://s3.amazonaws.com/criterion-production/films/4ac56d5c25450ec7c7a980ac9cecd3fa/9MlotJWlJyH2b9ZuLc5s2BxoEH6R6K_thumbnail.jpg,1974,1.33:1,Black & White,"In a magnetic performance, Vittorio De Sica is Emanuele Bardone, an opportunistic rascal in wartime Genoa, conning his fellow Italians and exploiting their tragedies by promising to help find their missing loved ones in exchange for money. But when the Nazis force him to impersonate a dead partisan general in prison to extract information from fellow inmates, Bardone finds himself wrestling with his conscience for the first time. Roberto Rossellini’s gripping drama, a rare box-office breakthrough for the legendary neorealist, is further evidence of the compassionate artistry of one of cinema’s most important voices.",/shop/browse?director=rossellini-roberto,132,Italian,IT,Europe,1.33
General Idi Amin Dada: A Self-Portrait,Barbet Schroeder,France,153,https://www.criterion.com/films/545-general-idi-amin-dada-a-self-portrait,https://s3.amazonaws.com/criterion-production/films/63fa66964c1c30913b0671d0f6ef36a6/RxAJJ4y4K5pPvToKvkVtKr9WB9syNO_thumbnail.jpg,1955,1.37:1,Color,"In 1974, Barbet Schroeder went to Uganda to make a film about Idi Amin, the country’s ruthless, charismatic dictator. Three years into a murderous regime that would be responsible for the deaths of hundreds of thousands of Ugandans, Amin prepared a triumphal greeting for the filmmakers, staging rallies, military maneuvers, and cheery displays of national pride, and envisioning the film as an official portrait to adorn his cult of personality. Schroeder, however, had other ideas, emerging with a disquieting, caustically funny brief against Amin, in which the dictator’s own endless stream of testimony—by turns charming, menacing, and nonsensical—serves as the most damning evidence. A revelatory tug-of-war between subject and filmmaker, General Idi Amin Dada: A Self-Portrait is a landmark in
the art of documentary and an appalling study of egotism in power.",/shop/browse?director=schroeder-barbet,90,English,FR,Europe,1.37
A Generation,Andrzej Wajda,Poland,283,https://www.criterion.com/films/921-a-generation,https://s3.amazonaws.com/criterion-production/films/5cf9ca0a159364ddb2ec81d6063b88da/zpEYSpbIuVi24OZTZXk3GdkAsWolan_thumbnail.jpg,1968,1.33:1,Black & White,"Stach is a wayward teen living in squalor on the outskirts of Nazi-occupied Warsaw. Guided by an avuncular Communist organizer, he is introduced to the underground resistance—and to the beautiful Dorota. Soon he is engaged in dangerous efforts to fight oppression and indignity, maturing as he assumes responsibility for others’ lives. A coming-of-age story of survival and shattering loss, A Generation delivers a brutal portrait of the human cost of war.",/shop/browse?director=wajda-andrzej,87,Polish,PL,Europe,1.33
Genocide,Kazui Nihonmatsu,Japan,,https://www.criterion.com/films/28285-genocide,https://s3.amazonaws.com/criterion-production/films/8713435a6ac1e59f34089b5edbf47a7c/A1KDmB26HnZOpYKLrcSFG24hjlUsd0_thumbnail.jpg,2000,2.45:1,Color,"The insects are taking over in this nasty piece of disaster horror directed by Kazui Nihonmatsu. A group of military personnel transporting a hydrogen bomb are left to figure out how and why swarms of killer bugs took down their plane; the answer is more deliriously nihilistic—and convoluted—than you could imagine. Also known as War of the Insects, Genocide enacts a cracked doomsday scenario like no other.",/shop/browse?director=nihonmatsu-kazui,84,Japanese,JP,Asia,2.45
George Washington,David Gordon Green,United States,152,https://www.criterion.com/films/691-george-washington,https://s3.amazonaws.com/criterion-production/films/a73475b70493622e2b88524df1c8e040/ls8lqlIoz36jroS7stPy7lfhWmzKD5_thumbnail.jpg,1948,2.35:1,Color,"Over the course of one hot summer, a group of children in the decaying rural South must confront a tangle of difficult choices. An ambitiously constructed, elegantly photographed meditation on adolescence, the first full-length film by director David Gordon Green features remarkable performances from an award-winning ensemble cast. George Washington is a startling and distinct work of contemporary American independent cinema.",/shop/browse?director=green-david-gordon,90,English,US,North America,2.35
Germany Year Zero,Roberto Rossellini,Germany,499,https://www.criterion.com/films/297-germany-year-zero,https://s3.amazonaws.com/criterion-production/films/7cb52be2fd1572e3a5b5276e84d487fa/TECVVTeHMMxaHWxosd91eIX8qS2hMK_thumbnail.jpg,1964,1.33:1,Black & White,"The concluding chapter of Roberto Rossellini’s War Trilogy is the most devastating, a portrait of an obliterated Berlin, seen through the eyes of a twelve-year-old boy. Living in a bombed-out apartment building with his sick father and two older siblings, young Edmund is mostly left to wander unsupervised, getting ensnared in the black-market schemes of a group of teenagers and coming under the nefarious influence of a Nazi-sympathizing ex-teacher. Germany Year Zero is a daring, gut-wrenching look at the consequences of fascism, for society and the individual.",/shop/browse?director=rossellini-roberto,73,German,DE,Europe,1.33
Gertrud,Carl Th. Dreyer,Denmark,127,https://www.criterion.com/films/443-gertrud,https://s3.amazonaws.com/criterion-production/films/3a2d74980746ffe49fdb54ea36575afe/0ShXROwQwgzXY1eRCAhymJWlZw3Nd7_thumbnail.jpg,1956,1.33:1,Black & White,"Carl Dreyer’s last film neatly crowns his career: a meditation on tragedy, individual will and the refusal to compromise. A woman leaves her unfulfilling marriage and embarks on a search for ideal love—but neither a passionate affair with a younger man nor the return of an old romance can provide the answer she seeks. Always the stylistic innovator, Dreyer employs long takes and theatrical staging to concentrate on Nina Pens Rode’s sublime portrayal of the proud and courageous Gertrud.",/shop/browse?director=dreyer-carl-th,119,Danish,DK,Europe,1.33
Gervaise,René Clément,France,,https://www.criterion.com/films/3561-gervaise,https://s3.amazonaws.com/criterion-production/films/a270f3f2fa313a763797a4108e80c291/1PAlJj4MIhAHvtEH444HHZNVeL1TFd_thumbnail.jpg,2001,1.33:1,Black & White,"One of France’s most respected directors of the postwar era, René Clément created such intense psychological dramas as Forbidden Games and Purple Noon. The equally gripping Gervaise, his vivid adaptation of Émile Zola’s 1877 masterpiece L’assommoir, is an uncompromising depiction of a laundress’s struggles with an alcoholic husband while running her own business. Gervaise was nominated for an Oscar and earned Maria Schell best actress honors at the Venice Film Festival.",/shop/browse?director=clement-rene,117,French,FR,Europe,1.33
Ghost World,Terry Zwigoff,United States,872,https://www.criterion.com/films/28687-ghost-world,https://s3.amazonaws.com/criterion-production/films/54ba78d05a5da9a47a96bbcac128d1ba/kzelSbUjTPsbUO1Tkw6tYxPx5c94Lt_thumbnail.jpg,1946,1.85:1,Color,"Terry Zwigoff’s first fiction film, adapted from a cult-classic comic by Daniel Clowes, is an idiosyncratic portrait of adolescent alienation that is at once bleakly funny and wholly endearing. Set during the malaise-filled months following high-school graduation, Ghost World follows the proud misfit Enid (Thora Birch), who confronts an uncertain future amid the cultural wasteland of consumerist America. As her cynicism becomes too much to bear even for her best friend, Rebecca (Scarlett Johansson), Enid finds herself drawn to an unlikely kindred spirit: a sad-sack record collector many years her senior (Steve Buscemi). With its parade of oddball characters, quotable, Oscar-nominated script, and eclectic soundtrack of vintage obscurities, Ghost World is one of the twenty-first century’s most fiercely beloved comedies.",/shop/browse?director=zwigoff-terry,111,English,US,North America,1.85
Gilda,Charles Vidor,United States,795,https://www.criterion.com/films/27909-gilda,https://s3.amazonaws.com/criterion-production/films/e0c0a1f3f913ba739a2363189c9bab1a/EoeG9o1Jck1XlNhkr6IR8l9PIby9u1_thumbnail.jpg,1970,1.33:1,Black & White,"“Gilda, are you decent?” Rita Hayworth tosses her hair back and slyly responds, “Me?” in one of the great star entrances in movie history. Gilda, directed by Charles Vidor, features a sultry Hayworth in her most iconic role, as the much-lusted-after wife of a criminal kingpin (George Macready), as well as the former flame of his bitter henchman (Glenn Ford), and she drives them both mad with desire and jealousy. An ever-shifting battle of the sexes set on a Buenos Aires casino’s glittering floor and in its shadowy back rooms, Gilda is among the most sensual of all Hollywood noirs.",/shop/browse?director=vidor-charles,110,English,US,North America,1.33
Gimme Shelter,David Maysles…,United States,99,https://www.criterion.com/films/637-gimme-shelter,https://s3.amazonaws.com/criterion-production/films/05c5af1846f326e136061c83fef2dca7/hB0X9GTfbMFvgc9rud2B9zxfQgb9p0_thumbnail.jpg,1985,1.33:1,91 minutes,"Called the greatest rock film ever made, this landmark documentary follows the Rolling Stones on their notorious 1969 U.S. tour. When three hundred thousand members of the Love Generation collided with a few dozen Hells Angels at San Francisco’s Altamont Speedway, Direct Cinema pioneers David and Albert Maysles and Charlotte Zwerin were there to immortalize on film the bloody slash that transformed a decade's dreams into disillusionment.",/shop/browse?director=maysles-david,91,English,US,North America,1.33
God’s Country,Louis Malle,United States,,https://www.criterion.com/films/675-god-s-country,https://s3.amazonaws.com/criterion-production/films/0209c2e9a550dc761a71347df9f9dfec/eVnquBJJylhxw6k2m7RFM1HnrId6Su_thumbnail.jpg,1969,1.33:1,Color,"In 1979, Louis Malle traveled into the heart of Minnesota to capture the everyday lives of the men and women in a prosperous farming community. Six years later, during Ronald Reagan’s second term, he returned to find drastic economic decline. Free of stereotypes about America’s “heartland,” God’s Country, commissioned for American public television, is a stunning work of emotional and political clarity.",/shop/browse?director=malle-louis,89,English,US,North America,1.33
