                                                                                                                                                                                                                                                          ,,,,,,,
"Source: USCIS, data as of Nov. 30, 2018. Notes: All data is based on petitions approved during the fiscal year for both initial employment and continuing employment. Petitions approved in a fiscal year may be filed in previous fiscal years. Per USCIS best practices, units of less than 10 beneficiaries are masked to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter ""H"" replaces the value from which one could deduce the value of ""D"". While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different. Missing Education means the USCIS electronic data storage system does not capture the education field. Median salary is based on data reported by the petitioner in the petition and may include part-time employment or may be reported inaccurately. Because USCIS data systems do not include hours worked, we are unable to identify salaries earned from part-time employment. Instead of the required degree, a beneficiary may qualify based on a combination of education, training, and/or progressively responsible experience in the specialty that is equivalent to the completion of such a degree, and recognition of expertise in the specialty through progressively responsible positions directly related to the specialty. We excluded employers without tax identification numbers in our system. The H-1B petition may be used to sponsor an alien currently in a different nonimmigrant classification, or with no classification if outside the U.S., for an initial period of H-1B employment (see “initial employment” column below), or to extend or change the authorized stay of an alien currently in H-1B status (see “continuing employment” column below). An employer may file an H-1B petition to sponsor an alien who currently has H-1B nonimmigrant status working for another employer or to amend a previously approved petition; these petitions are counted in the “continuing employment” column below. Initial employment includes both cap-subject and cap-exempt petitions.",,,,,,,
Employer Tax ID     (Last 4 Digits),Employer Name, Number of Beneficiaries ,,, Median Salary , Beneficiary Degree/Dipolma ,
4661,POINT72 ASSET MANAGEMENT LP, D , D ,13,"150,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4802,SPECIALIST RESOURCES GLOBAL INC, D ,11, H ,"119,608", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
8233,NOVO PROSO INC,11, D , H ,"65,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6106,PRO IT INC,10, D , H ,"70,075", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1773,QUANERGY SYSTEMS INC, D , D ,13,"111,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
1643,CROWD SOFTWARE CONSULTING LLC, D , D ,13,"78,624", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
4952,CAMBAY CONSULTING LLC, D , D ,13,"66,331", Master's ,13
5710,CODE TECH INC, D , D ,13,"78,874", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
128,PEOPLEAXIS INC,12, D , H ,"68,827", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6447,DIGITAL INTELLIGENCE SYSTEMS LLC, D ,10, H ,"104,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
8399,OCTAHEDRON LLC, D , D ,13,"78,624", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3477,RJTECHGLOBAL INC, D , D ,13,"83,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
9254,GUARDANT HEALTH INC, D , D ,13,"133,000", Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2850,ZENPAYROLL INC DBA GUSTO, D ,10, H ,"135,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
7709,QUALCOMM LIFE INC, D , D ,13,"119,746", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
4835,NIFTEK INC, D , D ,13,"78,500", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
9763,ZEOMEGA INC, D ,12, H ,"101,192", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4458,NALLAS CORPORATION,   ,13,13,"86,700", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1871,HOME DEPOT STORE SUPPORT INC, D , D ,13,"85,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
9489,SUVIP SOLUTIONS INC DBA USEREADY, D , D ,13,"92,768", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
7476,INTALENT LLC,   ,13,13,"91,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
6700,SANFORD BISMARCK, D , D ,13,"208,000", Professional Degree , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
5208,VOXAI SOLUTIONS INC, D ,12, H ,"90,646", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
7250,TRAVELPORT LP, D , D ,13,"105,810", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Professional Degree , D 
758,TECHNO SOFT INC DBA GLOBAL TECH,   ,13,13,"89,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1640,DIGITAL RIVER INC, D , D ,13,"95,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6800,DELUXE CORPORATION, D , D ,13,"94,600", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
2787,WISSEN INFOTECH INC,   ,13,13,"90,813", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
5963,UNIV OF WISCONSIN WHITEWATER, D , D ,13,"86,500", Doctorate ,13
1754,ARLO TECHNOLOGIES INC,   ,13,13,"150,484", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
5307,LAUNCH IT CORP, D ,10, H ,"76,149", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
8348,ROUSH MANAGEMENT LLC, D ,11, H ,"94,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7011,COMPUTECH CORPORATION, D , D ,13,"78,874", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
9035,AMERIHOME MORTGAGE COMPANY LLC, D , D ,13,"80,000", Master's ,13
4984,FLAGSTAR BANK FSB,10, D , H ,"108,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
7618,OPERA SOLUTIONS USA LLC, D , D ,13,"115,000", Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6086,ISILON SYSTEMS LLC, D ,11, H ,"116,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6482,JAVEN TECHNOLOGIES INC, D ,10, H ,"92,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
3014,EAGLE CARE LLC DBA AMERICAN SENIOR,   ,13,13,"83,200", Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2633,PUBLICIS MEDIA INC, D ,10, H ,"125,000", Master's ,10
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
5380,SOFTCON USA INC,   ,13,13,"84,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3029,SUPRASOFT INC,   ,13,13,"83,595", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
8,SVANACO INC D/B/A AMERICANEAGLE CO, D , D ,13,"84,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7635,DEX MEDIA INC, D ,11, H ,"111,601", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1680,CROWE HORWATH LLP, D ,11, H ,"65,541", Master's ,10
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Professional Degree , D 
5463,MERCER HEALTH & BENEFITS LLC, D , D ,13,"90,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
9247,HYLAND SOFTWARE INC, D , D ,13,"74,603", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
8884,TMW SYSTEMS INC, D ,11, H ,"88,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1329,CARBONITE INC, D , D ,13,"110,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
5472,THE FOUNTAIN GROUP LLC,11, D , H ,"79,040", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
9393,APPLIED MEDICAL RESOURCES CORP, D , D ,13,"82,500", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
5652,AXCESS FINANCIAL SERVICES INC, D , D ,13,"100,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
6811,BIG LOTS STORES INC,   ,13,13,"114,345", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
6865,FIFTH THIRD BANK AN OHIO BANKING C, D , D ,13,"90,000", Master's ,10
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6523,MAGNUM OPUS IT INC, D , D ,13,"60,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
643,TIGER ANALYTICS LLC, D ,10, H ,"120,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6556,CAREMETX LLC,   ,13,13,"118,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
7089,BOSSA NOVA ROBOTICS INC, D , D ,13,"110,000", Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2833,ORCHESTRA TECHNOLOGY INC, D , D ,13,"69,264", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6557,KASHIV PHARMA LLC, D , D ,13,"67,500", Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Bachelor's , D 
9868,PATHPARTNER TECHNOLOGY INC, D , D ,13,"85,000", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
4444,SUMO LOGIC INC, D ,11, H ,"150,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
3791,SPRINGSHINE CONSULTING INC, D ,11, H ,"76,731", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
8722,IVALUA INC, D ,12, H ,"105,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6792,ANOMALI INCORPORATED, D , D ,13,"130,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6313,MODERNA THERAPEUTICS INC, D ,10, H ,"95,000", Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
6840,SOFTCLOUDS LLC, D , D ,13,"97,850", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
5413,DEVISE SOFT INC,13,   ,13,"75,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
1395,SUNRAY ENTERPRISE INC, D ,10, H ,"75,837", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
651,ALTISOURCE SOLUTIONS INC, D ,10, H ,"110,511", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3725,ZF TRANSMISSIONS GRAY COURT LLC,12, D , H ,"66,414", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
4988,CURRICULUM ASSOCIATES LLC, D , D ,13,"113,850", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
1498,RAPID VALUE SOLUTIONS INC, D ,11, H ,"89,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
5928,RIDECELL INC, D ,11, H ,"150,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
1161,EVERQUOTE INC, D , D ,13,"95,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4391,U TEGRATION LLC,   ,13,13,"81,058", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4301,IDEA TECH SOLUTIONS INC, D ,10, H ,"79,498", Master's ,13
893,HSN INC,   ,13,13,"105,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
9769,SALESFORCE ORG INC, D , D ,13,"161,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3996,FLEXERA SOFTWARE LLC, D ,12, H ,"116,099", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
7126,DATAVAIL CORPORATION, D ,11, H ,"104,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
7331,DATAXU INC, D , D ,13,"100,000", Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
6126,CONTINENTAL AUTOMOTIVE SYSTEMS HOL, D ,11, H ,"93,636", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6140,Y AXIS INC, D ,10, H ,"81,266", Master's ,13
8644,PINNACLE HEALTH HOSPITALS,10, D , H ,"56,301", Professional Degree , H 
 , ,   ,   ,   ,   , Doctorate , D 
6415,MANAGEMENT SCIENCE ASSOCIATES INC, D ,12, H ,"97,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1763,UNITY HOSPITAL, D , D ,13,"58,669", Professional Degree ,13
8811,SOFTWARE MERCHANT INC, D ,10, H ,"88,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
5587,DECHERT LLP,11, D , H ,"180,000", Professional Degree , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
4455,AIR PRODUCTS & CHEMICALS INC, D ,10, H ,"108,160", Doctorate , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
8625,GOVERNMENT SYSTEMS TECHS INC, D ,10, H ,"83,470", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
3532,US TECH SOLUTIONS INC, D ,12, H ,"90,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
2695,VORTALSOFT INC, D , D ,13,"82,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
7523,INNOVATIVE INFORMATION TECHS INC, D , D ,13,"94,827", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
255,SEAL CONSULTING INC,   ,13,13,"120,016", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1928,CELGENE CORPORATION, D ,12, H ,"130,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
3306,AMERICLOUD SOLUTIONS INC, D ,10, H ,"84,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
5606,YASME SOFT INC, D , D ,13,"82,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
4899,CYNOSOFT SOLUTIONS INC,   ,13,13,"89,544", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
899,VIED TECHNOLOGIES INC,   ,13,13,"85,280", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1067,CHANGE HEALTHCARE OPERATIONS LLC, D ,12, H ,"114,358", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
8928,JUMP OPERATIONS LLC, D ,10, H ,"150,000", Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
4027,PRODIGY TECHNOLOGIES INC, D , D ,13,"91,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6535,AMERICAN PROFESSIONALS INC, D ,10, H ,"71,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
4093,BROADGATE INC, D ,11, H ,"90,646", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
8921,ETSY INC, D , D ,13,"165,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
5317,BILL COM, D ,10, H ,"146,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3754,AB OVO INC, D ,12, H ,"114,400", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1730,XCELTRAIT INC, D , D ,13,"85,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
8793,AOL INC,10, D , H ,"80,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
8057,APOGEE MEDICAL GROUP GEORGIA INC, D ,10, H ,"300,000", Professional Degree ,13
634,SAI BUSINESS SOLUTIONS LLC DBA SBS,   ,13,13,"90,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6070,SOURCE CONSULTING LLC, D , D ,13,"82,700", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7045,TAKE ENTERPRISE SERVICES INC, D ,12, H ,"93,600", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3729,SILVER PEAK SYSTEMS INC, D ,10, H ,"140,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
4318,MANISH THERAPY SERVICES INC,   ,13,13,"79,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Professional Degree , D 
7564,THOUGHTFOCUS INC, D , D ,13,"99,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
11,AGILYSYS NV LLC, D ,11, H ,"105,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1679,SAGGEZZA INC,   ,13,13,"120,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
2632,COMPUTER TASK GROUP INC, D ,11, H ,"105,500", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
2190,BARCLAYS BANK PLC, D , D ,13,"115,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
5958,MARKETSHARE PARTNERS LLC, D , D ,13,"87,362", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
4626,MOLINA HEALTHCARE INC,   ,13,13,"113,680", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
2398,IBG LLC, D , D ,13,"130,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
5777,SONY PICTURES ENTERTAINMENT INC,   ,13,13,"135,396", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
1485,ZOLON TECH SOLUTIONS INC,   ,13,13,"112,320", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1506,FLEXTRADE SYSTEMS INC, D , D ,13,"125,000", Master's ,10
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
8617,THE NATURES BOUNTY CO, D ,10, H ,"101,500", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
5755,IQ SYSTEMS INC,   ,13,13,"115,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
8607,SDG CORPORATION, D ,12, H ,"106,236", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
205,ADROIT SOFTWARE INC, D ,11, H ,"105,000", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
4848,BEACON HEALTH STRATEGIES LLC,   ,13,13,"100,368", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
1067,UMASS MEMORIAL MEDICAL GROUP INC, D , D ,13,"215,000", Professional Degree ,13
8999,CLEAN HARBORS ENVIRONMENTAL SVCS I, D , D ,13,"102,674", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
8930,TECHNICAL STRATEGIES INC, D ,12, H ,"87,300", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1621,INTERNET BRANDS INC, D , D ,12,"77,971", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
8677,CALIFORNIA STATE UNIV NORTHRIDGE, D , D ,12,"76,326", Doctorate , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
4841,ARMANINO LLP, D ,10, H ,"80,654", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
8135,VCE COMPANY LLC, D ,11, H ,"107,542", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1625,E EMPHASYS TECHNOLOGIES INC, D , D ,12,"89,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
6153,MERCHANT E SOLUTIONS INC, D ,10, H ,"106,500", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4201,NAVIS LLC, D ,10, H ,"120,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4043,CALIFORNIA INDEPENDENT SYSTEM OPER, D , D ,12,"97,116", Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
8206,DEW SOFTWARE INC,   ,12,12,"98,180", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
9546,TRINITI CORPORATION, D ,10, H ,"98,796", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
2828,RAMBUS INC, D ,11, H ,"140,500", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
8428,FINISAR CORPORATION, D , D ,12,"100,000", Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
9985,INTEGRATED DEVICE TECHNOLOGY INC, D , D ,12,"109,312", Master's ,10
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
8910,NUANCE ENTERPRISE SOLNS & SVC CORP, D ,11, H ,"104,050", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
6543,VADATA INC, D , D ,12,"118,000", Master's ,12
4740,SOFTTEK INTEGRATION SYSTEMS INC,   ,12,12,"126,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1772,AMEC FOSTER WHEELER ENVIRONMENT &, D , D ,12,"73,845", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
9248,EXPEDITORS INTL OF WASHINGTON INC, D ,10, H ,"111,659", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6537,KINECTRA LLC, D , D ,12,"77,000", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
1782,FATPIPE TECHNOLOGIES INC,   ,12,12,"86,695", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7685,SAILPOINT TECHNOLOGIES INC, D ,11, H ,"119,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
6811,CALIFORNIA DEPARTMENT OF CORRECTIO, D , D ,12,"121,224", Professional Degree , D 
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Master's , D 
7696,VAIL UNIFIED SCHOOL DISTRICT,12,   ,12,"35,831", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1890,COUNTY OF SANTA CRUZ NOGALES UNIFI, D , D ,12,"42,060", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3669,LG CHEM MICHIGAN INC, D , D ,12,"79,920", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4231,UNIVERSITY OF DENVER, D , D ,12,"67,500", Doctorate , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1462,ASPIRE SYSTEMS CONSULTING INC,   ,12,12,"91,100", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
45,MONTANA STATE UNIVERSITY, D , D ,12,"43,000", Doctorate ,10
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
3929,ADALITEK GROUP LLC, D , D ,12,"84,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
8086,HMI NORTH AMERICA INC, D , D ,12,"80,130", Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
4225,MODIS E&T LLC, D , D ,12,"76,960", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
2501,HAIER US APPLIANCE SOLNS INC DBA G, D ,10, H ,"95,800", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
2196,Q POINT HEALTH LLC, D ,10, H ,"111,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1541,OPENAI INC, D , D ,12,"146,500", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
4724,CALSOFT LABS INC, D , D ,12,"112,932", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
8940,SPARITY INC, D , D ,12,"82,100", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
298,PRIMASOFT INC,   ,12,12,"84,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
2760,TRANSCEND INSIGHTS INC, D , D ,12,"117,400", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Professional Degree , D 
7603,CIGNEX DATAMATICS INC, D ,11, H ,"105,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
6515,SAGE INTACCT INC, D ,11, H ,"126,298", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
1563,TREND MICRO INC, D , D ,12,"90,000", Master's ,10
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
6657,INTEGRAL DEVELOPMENT CORPORATION,   ,12,12,"153,750", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
7692,PLANTRONICS INC, D , D ,12,"80,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
3055,SERVIONT GLOBAL SOLUTIONS INC, D , D ,12,"91,347", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1934,SHELL INTL EXPLORATION & PROD INC, D , D ,12,"133,250", Doctorate , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
9655,ICSA INC, D ,11, H ,"92,394", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
7926,SHELL EXPLORATION & PRODUCTION CO, D ,10, H ,"133,750", Doctorate , D 
 , ,   ,   ,   ,   , Master's , D 
1977,LONGVIEW INDEPENDENT SCHOOL DISTRI, D , D ,12,"44,280", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
7891,VTEKH INC, D , D ,12,"72,000", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6582,BRAVES TECHNOLOGIES LLC, D , D ,12,"87,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
175,Z AND A INFOTEK CORPORATION, D , D ,12,"85,577", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
2071,CITY OF SAN ANTONIO ACTING BY AND, D ,10, H ,"96,063", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
1935,RAPID7 LLC, D ,10, H ,"118,596", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
657,H E B GROCERY COMPANY LP, D ,10, H ,"108,500", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Doctorate , D 
6670,DAMAN INCORPORATED,   ,12,12,"122,500", Bachelor's , H 
 , ,   ,   ,   ,   , Master's , D 
7490,SMS INFOCOMM CORPORATION, D , D ,12,"45,758", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
1419,OPERATING SYSTEM SERVICES INC, D , D ,12,"77,500", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
3154,COMPROBASE INC, D , D ,12,"76,565", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
2003,FEDEX FREIGHT INC, D , D ,12,"70,827", Master's ,12
9756,NETSTRIVE CONSULTING LLC, D ,11, H ,"85,083", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
4806,INVENSYS INC, D , D ,12,"73,788", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
815,TECHGENE SOLUTIONS LLC,   ,12,12,"86,049", Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
4794,CALIFORNIA DEPARTMENT OF TRANSPORT, D , D ,12,"85,080", Master's ,12
3629,TECHLAND INC, D , D ,12,"60,000", Bachelor's , D 
 , ,   ,   ,   ,   , Master's , D 
4487,INBIZ CONCEPTS INC, D ,11, H ,"80,184", Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
